Journal title;Journal URL;First calendar year journal provided online Open Access content;Alternative title;Country of publisher;Full text language;Keywords;Journal ISSN (print version);Journal EISSN (online version);Publisher;Society or institution;Platform, host or aggregator;Journal article processing charges (APCs);APC information URL;APC amount;Currency;Journal article submission fee;Submission fee URL;Submission fee amount;Submission fee currency;Journal waiver policy (for developing country authors etc);Waiver policy information URL;Digital archiving policy or program(s);Archiving: national library;Archiving: other;Archiving infomation URL;Journal full-text crawl permission;Permanent article identifiers;Journal provides download statistics;Download statistics information URL;Full text formats;URL for the Editorial Board page;Review process;Review process information URL;URL for journal's aims & scope;URL for journal's instructions for authors;Journal plagiarism screening policy;Plagiarism information URL;Average number of weeks between submission and publication;URL for journal's Open Access statement;Machine-readable CC licensing information embedded or displayed in articles;URL to an example page with embedded licensing information;Journal license;License attributes;URL for license terms;Does this journal allow unrestricted reuse in compliance with BOAI?;Deposit policy directory;Author holds copyright without restrictions;Copyright information URL;Author holds publishing rights without restrictions;Publishing rights information URL;DOAJ Seal;Tick: Accepted after March 2014;Added on Date;Subjects;Number of Article Records;Most Recent Article Added
Psihologia. Pedagogia specială. Asistenţa socială;http://psihologie.upsc.md;2005;Psychology, Special Pedagogy and Social Work;Moldova, Republic of;English, Romanian, Moldavian, Moldovan, Russian;psychology, special education, social work, education, pedagogy;1857-0224;1857-4432;State Pedagogical University;State Pedagogical University from Chisinau;;No;http://psihologie.upsc.md/journal-policy-2/overview/;;;;http://psihologie.upsc.md/journal-policy-2/overview/;;;;;;IDSI;;https://ibn.idsi.md/en/vizualizare_revista/56;Yes;;;;PDF;http://psihologie.upsc.md/authors/;Peer review;http://psihologie.upsc.md/journal-policy-2/overview/;http://psihologie.upsc.md/journal-policy-2/aims-and-scope/;http://psihologie.upsc.md/journal-policy-2/terms-and-conditions/;Yes;http://psihologie.upsc.md/journal-policy-2/terms-and-conditions/;5;http://psihologie.upsc.md/journal-policy-2/open-access/;;;CC BY;;http://psihologie.upsc.md/journal-policy-2/overview/;Yes;;True;http://psihologie.upsc.md/journal-policy-2/copyright-without-restrictions/;True;http://psihologie.upsc.md/journal-policy-2/copyright-without-restrictions/;No;Yes;2016-08-15T20:42:23Z;Education: Special aspects of education | Philosophy. Psychology. Religion: Psychology;27;2017-02-11T13:36:51Z
Studia Universitatis Moldaviae: Stiinte ale Educatiei;http://studiamsu.eu/stiinte-ale-educatiei/;2007;Studia Universitatis Moldaviae: Educational Sciences;Moldova, Republic of;English, Romanian, Moldavian, Moldovan, Russian;pedagogy, psychology;1857-2103;2345-1025;Moldova State University;Moldova State University;;Yes;http://studiamsu.eu/informatii-pentru-autori/instructiuni-de-tehnoredactare/#;250;MDL - Moldovan Leu;;http://studiamsu.eu/informatii-pentru-autori/instructiuni-de-tehnoredactare/#;;;;;;;;;Yes;;;;PDF;http://studiamsu.eu/stiinte-ale-educatiei/;Double blind peer review;http://studiamsu.eu/;http://studiamsu.eu/;http://studiamsu.eu/informatii-pentru-autori/instructiuni-de-tehnoredactare/;Yes;http://studiamsu.eu/informatii-pentru-autori/principii-etice/;10;http://studiamsu.eu/;;http://studiamsu.eu/informatii-pentru-autori/politica-de-acces-deschis/;CC BY;;http://studiamsu.eu/informatii-pentru-autori/politica-de-acces-deschis/;Yes;;False;;False;;No;Yes;2015-08-06T13:12:30Z;Education: Education (General) | Education: Theory and practice of education;315;2018-12-02T19:30:40Z
Psihologie;http://psihologie.key.md;2009;Psychology;Moldova, Republic of;English, Romanian, Moldavian, Moldovan, Russian;social psychology, educational psychology, clinical psychology, work psychology;1857-2502;2537-6276;Association of Psychologists Practitioners, Moldova;Association of Psychologists Practitioners, Moldova;EBSCO;No;http://psihologie.key.md/conditii;;;;http://psihologie.key.md/conditii;;;;;;;National Bibliometric Institute of the Republic ;http://catalog.bnrm.md/opac/bibliographic_view/597863;Yes;;Yes;https://ibn.idsi.md/en/vizualizare_articol/49049;PDF;http://psihologie.key.md/editorial-board;Peer review;http://psihologie.key.md/conditii;http://psihologie.key.md/goals-and-objectives;http://psihologie.key.md/conditii;Yes;http://www.detectareplagiat.ro;10;http://psihologie.key.md/open-access;;;CC BY;;http://psihologie.key.md/open-access;Yes;Sherpa/Romeo;True;http://psihologie.key.md/copyright;True;http://psihologie.key.md/copyright;No;Yes;2017-03-03T10:39:18Z;Philosophy. Psychology. Religion: Psychology;43;2018-06-24T06:08:03Z
Revista Iberoamericana de Psicología del Ejercicio y el Deporte;http://www.webs.ulpgc.es/riped/;2006;;Spain;English, Portuguese, Spanish, Castilian;sport psychology, exercise psychology, physical activity psychology;1886-8576;2340-7700;Asociación Canaria de Psicología del Deporte;Asociación Canaria de Psicología del Deporte;;No;http://www.webs.ulpgc.es/riped/?opt=normas;;;;http://www.webs.ulpgc.es/riped/?opt=normas;;;;;;;;;;;;;PDF;http://www.webs.ulpgc.es/riped/?opt=comite;Double blind peer review;http://www.webs.ulpgc.es/riped/?opt=normas;http://www.webs.ulpgc.es/riped/?lng=&opt=editorial;http://www.webs.ulpgc.es/riped/?opt=normas;;;32;http://www.webs.ulpgc.es/riped/?opt=normas;;;CC BY-NC-ND;;http://www.webs.ulpgc.es/riped/?opt=inicio;Yes;Dulcinea;False;;False;;No;Yes;2017-04-03T18:28:02Z;Geography. Anthropology. Recreation: Recreation. Leisure: Sports | Philosophy. Psychology. Religion: Psychology;0;
Revista Andaluza de Medicina del Deporte;http://zl.elsevier.es/es/revista/revista-andaluza-medicina-del-deporte-284;2008;;Spain;English, Portuguese, Spanish, Castilian;sports nutrition, biomechanics, sports psychology, physical activity and health, sports science;1888-7546;2172-5063;Elsevier;Junta de Andalucía;www.sciencedirect.com;No;http://apps.elsevier.es/ficheros/NormOrga/284normas.pdf;;;;http://apps.elsevier.es/ficheros/NormOrga/284normas.pdf;;;;;;;;http://scielo.isciii.es/scielo.php?script=sci_serial&pid=1888-7546&lng=es&nrm=iso;Yes;DOI;;;PDF, HTML;http://www.elsevier.es/es-revista-revista-andaluza-medicina-del-deporte-284-comite-editorial;Double blind peer review;http://www.elsevier.es/es-revista-revista-andaluza-medicina-del-deporte-284-normas-publicacion;http://www.elsevier.es/es-revista-revista-andaluza-medicina-del-deporte-284-acerca-revista;http://www.elsevier.es/es-revista-revista-andaluza-medicina-del-deporte-284-normas-publicacion;Yes;http://ees.elsevier.com/ramd/;18;http://www.elsevier.es/es-revista-revista-andaluza-medicina-del-deporte-284;Yes;http://apps.elsevier.es/watermark/ctl_servlet?_f=10&pident_articulo=90418814&pident_usuario=0&pcontactid=&pident_revista=284&ty=170&accion=L&origen=zonadelectura&web=www.elsevier.es&lan=es&fichero=284v08n02a90418814pdf001.pdf;CC BY-NC-ND;;http://www.elsevier.es/es-revista-revista-andaluza-medicina-del-deporte-284-normas-publicacion;Yes;;False;;False;;No;Yes;2013-12-03T15:58:08Z;Medicine: Internal medicine: Special situations and conditions: Sports medicine;152;2018-04-11T07:04:11Z
European Journal of Education and Psychology;https://formacionasunivep.com/ejep/index.php/journal;2015;EJEP;Spain;English, Spanish, Castilian;psychology, education, empirical studies, psychology and education studies;1888-8992;1989-2209;ASUNIVEP;ASUNIVEP;;No;https://formacionasunivep.com/ejep/index.php/journal/normasDePublicacion;;;;https://formacionasunivep.com/ejep/index.php/journal/normasDePublicacion;;;Yes;http://www.elsevier.com/about/corporate-responsibility/research-4-life/research-4-life-programs;CLOCKSS, Portico;;e-Depot;https://thekeepers.org/journals?query=1888-8992;Yes;DOI;;;PDF;https://formacionasunivep.com/ejep/index.php/journal/comiteEditorial;Double blind peer review;https://formacionasunivep.com/ejep/index.php/journal/normasDePublicacion;https://formacionasunivep.com/ejep/index.php/journal/about;https://formacionasunivep.com/ejep/index.php/journal/normasDePublicacion;;;25;https://formacionasunivep.com/ejep/index.php/journal/about;;;CC BY-NC-ND;;https://formacionasunivep.com/ejep/index.php/journal/about;Yes;;False;;False;;No;Yes;2010-07-20T15:47:35Z;Education: Theory and practice of education | Philosophy. Psychology. Religion: Psychology;162;2018-12-11T09:55:18Z
European Journal of Psychology Applied to Legal Context;http://journals.copmadrid.org/ejpalc/;2013;EJPALC;Spain;English;forensic psychology, law, psychology;1889-1861;1989-4007;Sociedad Española de Psicología Jurídica y Forense;;;No;http://journals.copmadrid.org/ejpalc/;;;;http://journals.copmadrid.org/ejpalc/;;;;;CLOCKSS, Portico;;Scholars Portal;http://thekeepers.org/purl/issn/1989-4007;Yes;DOI;;;PDF, HTML;http://journals.copmadrid.org/ejpalc/editorial-board.php;Double blind peer review;http://journals.copmadrid.org/ejpalc/;http://journals.copmadrid.org/ejpalc/;http://journals.copmadrid.org/ejpalc/authors.php;;;12;http://journals.copmadrid.org/ejpalc/;;;CC BY-NC-ND;;http://journals.copmadrid.org/ejpalc/;Yes;;False;;False;;No;Yes;2009-07-31T14:36:59Z;Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Criminal law and procedure | Philosophy. Psychology. Religion: Psychology;120;2019-04-05T08:04:35Z
FLEKS: Scandinavian Journal of Intercultural Theory and Practice;https://journals.hioa.no/index.php/fleks;2014;;Norway;English, Norwegian;cross-cultural studies, development studies, intercultural pedagogy, psychology and philosophy, intercultural communication;;1894-5988;Oslo and Akershus University College of Applied Sciences;;OJS;No;;;;;;;;;;;;;;Yes;DOI;;;PDF;https://journals.hioa.no/index.php/fleks/about/editorialPolicies#custom-0;Double blind peer review;https://journals.hioa.no/index.php/fleks/about/editorialPolicies#custom-1;https://journals.hioa.no/index.php/fleks/index;https://journals.hioa.no/index.php/fleks/about/submissions#authorGuidelines;;;4;https://journals.hioa.no/index.php/fleks/about/submissions#copyrightNotice;Yes;https://journals.hioa.no/index.php/fleks/rt/metadata/843/0;CC BY;;https://journals.hioa.no/index.php/fleks/about/submissions#copyrightNotice;Yes;Sherpa/Romeo;True;https://journals.hioa.no/index.php/fleks/about/submissions#authorGuidelines;True;https://journals.hioa.no/index.php/fleks/about/submissions#authorGuidelines;No;Yes;2014-06-05T14:31:31Z;General Works;79;2019-03-26T15:03:28Z
Advances in Cognitive Psychology;http://www.ac-psych.org/;2005;;Poland;English;Cognitive Psychology, Neuropsychology, Experimental Psychology;1895-1171;;Vizja Press & IT;None;Vizja Press & IT;Yes;http://www.ac-psych.org/en/aims-and-scope;300;EUR - Euro;;http://www.ac-psych.org/en/aims-and-scope;;;;;;;;;Yes;DOI;Yes;http://www.ac-psych.org/en/download-frequency;PDF;http://www.ac-psych.org/en/editorial-board;Peer review;http://www.ac-psych.org/en/home;http://www.ac-psych.org/en/aims-and-scope;https://mc.manuscriptcentral.com/vizja-acp;;;14;http://www.ac-psych.org/en/aims-and-scope;;;CC BY-NC-ND;;http://www.ac-psych.org/en/aims-and-scope;Yes;;True;http://www.ac-psych.org/en/aims-and-scope;True;http://www.ac-psych.org/en/aims-and-scope;No;Yes;2006-06-16T12:12:10Z;Philosophy. Psychology. Religion: Psychology: Consciousness. Cognition;22;2007-01-16T00:00:00Z
Social Psychological Bulletin;https://spb.psychopen.eu/;2006;Social Psychological Bulletin (Psychologia Społeczna) ;Poland;English;social psychology, empirical research, applied social psychology, basic social psychology;1896-1800;2569-653X;PsychOpen;Polish Association of Social Psychology;EBSCO;No;https://spb.psychopen.eu/about#Sponsors;;;;https://spb.psychopen.eu/about#Sponsors;;;;;;;;https://spb.psychopen.eu/about#abstracting;Yes;DOI;;;PDF, HTML;https://spb.psychopen.eu/board/;Double blind peer review;https://spb.psychopen.eu/about#AuthorsGuidelines;https://spb.psychopen.eu/about#Aimsandscope;https://spb.psychopen.eu/about#AuthorInstructions;;;15;https://spb.psychopen.eu/about#TermsofUse;Yes;https://spb.psychopen.eu/article/26623/;CC BY;;https://spb.psychopen.eu/about#TermsofUse;Yes;;True;https://spb.psychopen.eu/about#TermsofUse;True;https://spb.psychopen.eu/about#TermsofUse;No;Yes;2019-02-12T17:01:31Z;Philosophy. Psychology. Religion: Psychology | Social Sciences;39;2019-02-15T14:00:14Z
Studia Medyczne;http://www.termedia.pl/Journal/Medical_Studies-67;2013;Medical Studies;Poland;English;psychology, ethics, history of medicine, health protection;1899-1874;2300-6722;Termedia Publishing House;;Termedia Publishing House - Bentus;No;http://www.termedia.pl/Journal/Studia_Medyczne-67/Dla_autorow;;;;http://www.termedia.pl/Journal/Studia_Medyczne-67/Dla_autorow;;;;;;Polish Medical Library (GBL) ;Index Copernicus;http://www.termedia.pl/Journal/Studia_Medyczne-67/Indexing;;DOI;;;PDF, HTML;http://www.termedia.pl/Journal/Studia_Medyczne-67/Info;Double blind peer review;http://www.termedia.pl/Journal/Studia_Medyczne-67/Dla_autorow;http://www.termedia.pl/Journal/Studia_Medyczne-67/Info;http://www.termedia.pl/Journal/Studia_Medyczne-67/Dla_autorow;Yes;http://www.termedia.pl/Journal/Studia_Medyczne-67/Dla_autorow;18;http://www.termedia.pl/Journal/Studia_Medyczne-67/Info;Yes;http://www.termedia.pl/Original-paper-Analysis-of-complications-after-surgery-for-colorectal-cancer-with-particular-consideration-to-anastomotic-leakage,67,25491,1,1.html;CC BY-NC-SA;;http://www.termedia.pl/Journal/Studia_Medyczne-67/Dla_autorow;Yes;;False;;False;;No;Yes;2015-10-07T10:33:25Z;Medicine;233;2018-02-06T12:01:36Z
Pensando Psicología;http://revistas.ucc.edu.co/index.php/pe/issue/view/93;2010;;Colombia;Spanish , Castilian;psychology, cognition, social psychology, health psychology, educational psychology;1900-3099;2382-3984;Fondo Editorial Universidad Cooperativa de Colombia;Universidad Cooperativa de Colombia;OJS;No;http://revistas.ucc.edu.co/index.php/pe/about/editorialPolicies;;;;http://revistas.ucc.edu.co/index.php/pe/about/editorialPolicies;;;;;;;;;Yes;DOI;Yes;http://revistas.ucc.edu.co/index.php/pe/article/view/1003;PDF;http://revistas.ucc.edu.co/index.php/pe/about/editorialTeam;Double blind peer review;http://revistas.ucc.edu.co/index.php/pe/about/submissions#onlineSubmissions;http://revistas.ucc.edu.co/index.php/pe/about/submissions#onlineSubmissions;http://revistas.ucc.edu.co/index.php/pe/about/submissions#authorGuidelines;;;20;http://revistas.ucc.edu.co/index.php/pe/about/editorialPolicies#openAccessPolicy;Yes;http://revistas.ucc.edu.co/index.php/pe/article/view/775/793;CC BY-NC-ND;;http://revistas.ucc.edu.co/index.php/pe/about/editorialPolicies#openAccessPolicy;Yes;;False;;False;;No;Yes;2016-02-09T12:43:50Z;Philosophy. Psychology. Religion: Psychology: Consciousness. Cognition;0;
Panorama;http://journal.poligran.edu.co/index.php/panorama;2013;;Colombia;Spanish , Castilian;social sciences, psychology, education, political science, law, humanities;1909-7433;2145-308X;Institución Universitaria Politécnico Grancolombiano;Institución Universitaria Politécnico Grancolombiano;OJS;No;;;;;;;;;;LOCKSS;;;http://journal.poligran.edu.co/index.php/panorama/about/editorialPolicies#archiving;Yes;;;;PDF;http://journal.poligran.edu.co/index.php/panorama/about/displayMembership/11;Double blind peer review;http://journal.poligran.edu.co/index.php/panorama/about/editorialPolicies#peerReviewProcess;http://journal.poligran.edu.co/index.php/panorama/about/editorialPolicies#focusAndScope;http://journal.poligran.edu.co/index.php/panorama/about/submissions#authorGuidelines;;http://journal.poligran.edu.co/index.php/panorama/about/editorialPolicies#custom-0;16;http://journal.poligran.edu.co/index.php/panorama/about/editorialPolicies#custom-3;;;CC BY-NC-ND;;http://journal.poligran.edu.co/index.php/panorama/about/submissions#copyrightNotice;Yes;;True;http://journal.poligran.edu.co/index.php/panorama/about/submissions#copyrightNotice;True;http://journal.poligran.edu.co/index.php/panorama/about/submissions#copyrightNotice;No;Yes;2014-12-11T19:31:57Z;General Works;224;2019-03-11T21:03:48Z
Tutorials in Quantitative Methods for Psychology;http://www.tqmp.org/;2005;TQMP;Canada;English, French;quantitative psychology, experimental psychology, methods, statistics;1913-4126;;Université d'Ottawa;Université d'Ottawa;;No;http://www.tqmp.org/Instructions4Authors.html;;;;http://www.tqmp.org/Instructions4Authors.html;;;;;;;;;Yes;;;;PDF;http://www.tqmp.org/EditorialBoard.html;Peer review;http://www.tqmp.org/Instructions4Authors.html;http://www.tqmp.org/index.html;http://www.tqmp.org/Instructions4Authors.html;;;10;http://www.tqmp.org/JournalGuidelines.html;;;CC BY;;http://www.tqmp.org/JournalGuidelines.html;Yes;;True;http://www.tqmp.org/JournalGuidelines.html;True;http://www.tqmp.org/JournalGuidelines.html;No;Yes;2011-01-04T11:32:04Z;Philosophy. Psychology. Religion: Psychology;188;2019-04-02T02:24:41Z
The New School Psychology Bulletin;http://www.nspb.net;2003;NSPB;United States;English;psychology studies;1931-793X;1931-7948;New School University;;New School University;No;http://nspb.net/index.php/nspb/about/submissions#authorGuidelines;;;;http://nspb.net/index.php/nspb/about/submissions#authorGuidelines;;;;;;;;http://nspb.net/index.php/nspb/about;;;;;PDF, HTML;http://nspb.net/index.php/nspb/about/editorialTeam;Double blind peer review;http://nspb.net/index.php/nspb/about/submissions#onlineSubmissions;http://nspb.net/index.php/nspb/about/editorialPolicies#focusAndScope;http://nspb.net/index.php/nspb/about/submissions#authorGuidelines;;;30;http://nspb.net/index.php/nspb/about/editorialPolicies#openAccessPolicy;;;CC BY;;http://nspb.net/index.php/nspb/about/submissions#copyrightNotice;Yes;;False;;False;;No;Yes;2010-02-04T10:52:21Z;Philosophy. Psychology. Religion: Psychology;0;
Impulse: The Premier Undergraduate Neuroscience Journal;http://impulse.appstate.edu/;2004;;United States;English;neuroanatomy, neuropharmacology, neurophysiology, cognitive and behavioral psychology, neurobiology, neoruochemistry;1934-3361;;Appalachian State University Honors College;;Appalachian State University Honors College;No;http://impulse.appstate.edu/submission-info;;;;http://impulse.appstate.edu/submission-info;;;;;;;;;;;;;PDF;http://impulse.appstate.edu/;Peer review;http://impulse.appstate.edu/submission-info;http://impulse.appstate.edu/about-us;http://impulse.appstate.edu/submission-info;;;4;http://impulse.appstate.edu/submission-info;;;Publisher's own license;Attribution, No Commercial Usage, No Derivatives;https://impulse.appstate.edu/submission-info;Yes;;True;http://impulse.appstate.edu/submission-info;True;http://impulse.appstate.edu/submission-info;No;Yes;2008-01-24T17:27:17Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry;67;2019-04-01T20:30:26Z
 International Journal of Psychology: A Biopsychosocial Approach;https://ejournals.vdu.lt/index.php/IJPBPSA/index;2008;;Lithuania;English;psychology, mental processes, behaviour, social environment;1941-7233;2345-024X;Vytautas Magnus University;Vytautas Magnus University;OJS;No;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialPolicies#custom-0;;;;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialPolicies#custom-0;;;;;;;;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialPolicies#custom-1;Yes;DOI;;;PDF;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialTeam;Blind peer review;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialPolicies#sectionPolicies;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialPolicies#focusAndScope;https://ejournals.vdu.lt/index.php/IJPBPSA/about/submissions#authorGuidelines;Yes;https://ejournals.vdu.lt/index.php/IJPBPSA/pages/view/ccinfo;25;https://ejournals.vdu.lt/index.php/IJPBPSA/about/editorialPolicies#openAccessPolicy;;;CC BY-NC;;https://ejournals.vdu.lt/index.php/IJPBPSA/about/submissions#copyrightNotice;Yes;;False;;False;;No;Yes;2017-10-16T08:59:47Z;Philosophy. Psychology. Religion: Psychology;0;
Revista Griot;http://revistagriot.uprrp.edu;2007;;Puerto Rico;English, Spanish, Castilian;counseling, social work, psychology;;1949-4742;Universidad de Puerto Rico;Universidad de Puerto Rico, Recinto Río Piedras. Departamento de Consejería para el Desarrollo Estudiantil;OJS;No;http://revistas.upr.edu/index.php/griot/about/submissions#authorGuidelines;;;;http://revistas.upr.edu/index.php/griot/about/submissions#authorGuidelines;;;;;;;;;Yes;Handles;;;PDF, HTML, ePUB;http://revistas.upr.edu/index.php/griot/about/editorialTeam;Double blind peer review;http://revistas.upr.edu/index.php/griot/about/editorialPolicies#peerReviewProcess;http://revistas.upr.edu/index.php/griot/about/editorialPolicies#focusAndScope;http://revistas.upr.edu/index.php/griot/about/submissions#authorGuidelines;;;20;http://revistas.upr.edu/index.php/griot/about/editorialPolicies#openAccessPolicy;Yes;http://revistas.upr.edu/index.php/griot/article/view/2436;CC BY-NC-SA;;http://revistas.upr.edu/index.php/griot/about/editorialPolicies#openAccessPolicy;Yes;;True;http://revistas.upr.edu/index.php/griot/about/submissions#copyrightNotice;True;http://revistas.upr.edu/index.php/griot/about/submissions#copyrightNotice;No;Yes;2018-01-04T15:44:20Z;Philosophy. Psychology. Religion: Psychology | Social Sciences: Social history and conditions. Social problems. Social reform;0;
Neuropsychological Trends;http://www.ledonline.it/NeuropsychologicalTrends/index.html;2007;;Italy;English;neuropsychology, neuropsychiatry, clinical neuropsychology, brain research, psychophysiology;1970-321X;1970-3201;LED Edizioni Universitarie ;;LED;No;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/authors.html#submission;;;;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/authors.html#submission;;;;;;;;;Yes;;;;PDF;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/20-2016.html;Blind peer review;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/authors.html#peerreview;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/thejournal.html#purpose;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/authors.html#guide;;;12;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/thejournal.html#audience;;;Publisher's own license;Attribution, No Commercial Usage, No Derivatives;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/authors.html#submission;Yes;;True;http://www.ledonline.it/NeuropsychologicalTrends/index.html?/NeuropsychologicalTrends/authors.html#submission;False;;No;Yes;2008-04-07T16:00:33Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry | Science: Physiology: Neurophysiology and neuropsychology;78;2017-07-27T08:48:58Z
Jurnal Psikologi;http://ejournal.uin-suska.ac.id/index.php/psikologi/;2012;;Indonesia;Indonesian;psychology;1978-3655;2407-8786;Universitas Islam Negeri;Universitas Islam Negeri Sultan Syarif Kasim Riau;OJS;No;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/submissions/authorGuidelines;;;;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/submissions/authorGuidelines;;;;;;Indonesian Publication Index;;http://id.portalgaruda.org/?ref=browse&mod=viewjournal&journal=7144;Yes;;;http://ejournal.uin-suska.ac.id/index.php/psikologi;PDF;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/editorialTeam;Blind peer review;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/editorialPolicies#peerReviewProcess;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/editorialPolicies#focusAndScope;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/submissions/authorGuidelines;;http://ejournal.uin-suska.ac.id/index.php/psikologi;3;http://ejournal.uin-suska.ac.id/index.php/psikologi/about/editorialPolicies#openAccessPolicy;Yes;http://ejournal.uin-suska.ac.id/index.php/psikologi/article/view/1182;CC BY;;http://ejournal.uin-suska.ac.id/index.php/psikologi/article/view/1182;Yes;;False;http://ejournal.uin-suska.ac.id/index.php/psikologi;False;http://ejournal.uin-suska.ac.id/index.php/psikologi;No;Yes;2016-01-19T14:17:59Z;Philosophy. Psychology. Religion: Psychology;106;2018-12-22T03:08:56Z
Dementia & Neuropsychologia;http://www.scielo.br/scielo.php?script=sci_serial&pid=1980-5764&lng=en&nrm=iso;2007;;Brazil;English;neurology, neuropsychology, neurophology, neuropsychiatry;1980-5764;;Associação Neurologia Cognitiva e do Comportamento;Associação Neurologia Cognitiva e do Comportamento;ScholarOne-SciELO;No;http://www.scielo.br/revistas/dn/iinstruc.htm;;;;http://www.scielo.br/revistas/dn/iinstruc.htm;;;;;;;;http://www.sibi.usp.br;Yes;DOI;;;PDF, HTML, XML;http://www.scielo.br/revistas/dn/iedboard.htm;Double blind peer review;http://www.scielo.br/revistas/dn/iinstruc.htm;http://www.scielo.br/scielo.php?script=sci_serial&pid=1980-5764&lng=en&nrm=iso;http://www.scielo.br/revistas/dn/iinstruc.htm;;;8;http://www.scielo.br/revistas/dn/isubscrp.htm;Yes;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-57642016000300185&lng=en&nrm=iso&tlng=en;CC BY;;http://www.scielo.br/revistas/dn/iaboutj.htm;Yes;;False;;False;;No;Yes;2016-10-13T13:37:52Z;Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry;709;2019-01-12T20:12:00Z
Motriz: Revista de Educacao Fisica;http://www.scielo.br/scielo.php?script=sci_serial&pid=1980-6574&lng=en&nrm=iso;2010;;Brazil;English;sports, physical education, physiotherapy, sports psychology, athletic performance, physiological processes;;1980-6574;Universidade Estadual Paulista;;SciELO Brazil;No;http://www.scielo.br/revistas/motriz/iinstruc.htm#03;;;;http://www.scielo.br/revistas/motriz/iinstruc.htm#03;;;;;LOCKSS;;;http://www.scielo.br/revistas/motriz/iinstruc.htm;Yes;DOI;Yes;http://www.scielo.br/statjournal.php?lang=en&issn=1980-6574;PDF, HTML, XML;http://www.scielo.br/revistas/motriz/iedboard.htm;Double blind peer review;http://www.scielo.br/revistas/motriz/iinstruc.htm;http://www.scielo.br/revistas/motriz/iinstruc.htm;http://www.scielo.br/revistas/motriz/iinstruc.htm;;;24;http://www.scielo.br/revistas/motriz/iaboutj.htm;Yes;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-65742015000300237&lng=en&nrm=iso&tlng=en;CC BY;;http://www.scielo.br/scielo.php?script=sci_serial&pid=1980-6574&lng=en&nrm=iso;Yes;;False;;False;;No;Yes;2012-05-08T08:29:30Z;Geography. Anthropology. Recreation: Recreation. Leisure: Sports | Medicine: Internal medicine: Special situations and conditions: Sports medicine;670;2019-01-12T20:14:55Z
Interação em Psicologia;http://revistas.ufpr.br/psicologia/index;1997;;Brazil;English, Portuguese;psychology;1981-8068;1981-8076;Universidade Federal do Paraná;Universidade Federal do Paraná;OJS;No;http://revistas.ufpr.br/psicologia/about/editorialPolicies#focusAndScope;;;;http://revistas.ufpr.br/psicologia/about/editorialPolicies#focusAndScope;;;;;;;;;Yes;DOI;;;PDF;http://revistas.ufpr.br/psicologia/about/editorialTeam;Double blind peer review;http://revistas.ufpr.br/psicologia/about/editorialPolicies#peerReviewProcess;http://revistas.ufpr.br/psicologia/about/editorialPolicies#focusAndScope;http://revistas.ufpr.br/psicologia/about/submissions#authorGuidelines;Yes;http://revistas.ufpr.br/psicologia/about/editorialPolicies#peerReviewProcess;49;http://revistas.ufpr.br/psicologia/about/editorialPolicies#focusAndScope;;;CC BY-NC;;http://revistas.ufpr.br/psicologia/about/submissions#copyrightNotice;Yes;Diadorim;True;http://revistas.ufpr.br/psicologia/about/submissions#copyrightNotice;True;http://revistas.ufpr.br/psicologia/about/submissions#copyrightNotice;No;Yes;2017-07-14T15:39:08Z;Philosophy. Psychology. Religion: Psychology;598;2017-09-13T14:31:33Z
